EV Charger Registration Code,operator,No. of Charging Outlets,evCpId,plugType,chargingSpeed,PostalCode,Block/House No,Street Name,Building Name,Floor No,Lot No,Is the charger publicly accessible?,longitude,latitude
R122056E,STRIDES YTL PTE. LTD.,1,R122056E-001,Type 2,7.4,511108,108A,PASIR RIS STREET 12,MULTI STOREY CAR PARK,L3A,155,Yes,103.9570227,1.3679568
R122057K,STRIDES YTL PTE. LTD.,1,R122057K-001,Type 2,7.4,511108,108A,PASIR RIS STREET 12,MULTI STOREY CAR PARK,L3A,156,Yes,103.9570227,1.3679568
R122058B,STRIDES YTL PTE. LTD.,1,R122058B-001,Type 2,7.4,511108,108A,PASIR RIS STREET 12,MULTI STOREY CAR PARK,L3A,157,Yes,103.9570227,1.3679568
R122059F,STRIDES YTL PTE. LTD.,1,R122059F-001,Type 2,7.4,510458,458,PASIR RIS DRIVE 4,,L1,70,Yes,103.9595744,1.3712678
R122060K,STRIDES YTL PTE. LTD.,1,R122060K-001,Type 2,7.4,510458,458,PASIR RIS DRIVE 4,,L1,71,Yes,103.9595744,1.3712678
R122061B,STRIDES YTL PTE. LTD.,1,R122061B-001,Type 2,7.4,510458,458,PASIR RIS DRIVE 4,,L1,72,Yes,103.9595744,1.3712678
R122063Z,STRIDES YTL PTE. LTD.,1,R122063Z-001,Type 2,7.4,380008,8,UPPER BOON KENG ROAD,KALLANG TRIVISTA,L3A,146,Yes,103.870389,1.3131084
R122064C,STRIDES YTL PTE. LTD.,1,R122064C-001,Type 2,7.4,380008,8,UPPER BOON KENG ROAD,KALLANG TRIVISTA,L3A,147,Yes,103.870389,1.3131084
R122065G,STRIDES YTL PTE. LTD.,1,R122065G-001,Type 2,7.4,380008,8,UPPER BOON KENG ROAD,KALLANG TRIVISTA,L3A,148,Yes,103.870389,1.3131084
R122096G,STRIDES YTL PTE. LTD.,1,R122096G-001,Type 2,7.4,521108,108,TAMPINES STREET 11,,L1,223,Yes,103.9469426,1.347571
R122097R,STRIDES YTL PTE. LTD.,1,R122097R-001,Type 2,7.4,521108,108,TAMPINES STREET 11,,L1,224,Yes,103.9469426,1.347571
R122099H,STRIDES YTL PTE. LTD.,1,R122099H-001,Type 2,7.4,521108,108,TAMPINES STREET 11,,L1,225,Yes,103.9469426,1.347571
R122102H,STRIDES YTL PTE. LTD.,1,R122102H-001,Type 2,7.4,200638,638,VEERASAMY ROAD,MULTI STOREY CAR PARK,L3A,88,Yes,103.8553524,1.3072103
R122104E,STRIDES YTL PTE. LTD.,1,R122104E-001,Type 2,7.4,200638,638,VEERASAMY ROAD,MULTI STOREY CAR PARK,L3A,89,Yes,103.8553524,1.3072103
R122106B,CHARGE+ PTE. LTD.,2,R122106B-001,Type 2,7.4,142041,41,MARGARET DRIVE,SKYOASIS @ DAWSON,L3B,346 & 347,Yes,103.8069433,1.2964677
R122106B,CHARGE+ PTE. LTD.,2,R122106B-002,Type 2,7.4,142041,41,MARGARET DRIVE,SKYOASIS @ DAWSON,L3B,346 & 347,Yes,103.8069433,1.2964677
R122107F,STRIDES YTL PTE. LTD.,1,R122107F-001,Type 2,7.4,200638,638,VEERASAMY ROAD,MULTI STOREY CAR PARK,L3A,90,Yes,103.8553524,1.3072103
R122108Z,CHARGE+ PTE. LTD.,2,R122108Z-001,Type 2,7.4,142041,41,MARGARET DRIVE,SKYOASIS @ DAWSON,L3B,348 & 349,Yes,103.8069433,1.2964677
R122108Z,CHARGE+ PTE. LTD.,2,R122108Z-002,Type 2,7.4,142041,41,MARGARET DRIVE,SKYOASIS @ DAWSON,L3B,348 & 349,Yes,103.8069433,1.2964677
R122112C,STRIDES YTL PTE. LTD.,1,R122112C-001,Type 2,7.4,330010,10,BENDEMEER ROAD,BENDEMEER LIGHT,L3A,131,Yes,103.8609587,1.3155064
R122114R,STRIDES YTL PTE. LTD.,1,R122114R-001,Type 2,7.4,330010,10,BENDEMEER ROAD,BENDEMEER LIGHT,L3A,132,Yes,103.8609587,1.3155064
R122115D,STRIDES YTL PTE. LTD.,1,R122115D-001,Type 2,7.4,330010,10,BENDEMEER ROAD,BENDEMEER LIGHT,L3A,133,Yes,103.8609587,1.3155064
R122191C,STRIDES YTL PTE. LTD.,1,R122191C-001,Type 2,7.4,511736,736A,PASIR RIS DRIVE 10,MULTI STOREY CAR PARK,L3B,98,Yes,103.9372425,1.3789476
R122192G,STRIDES YTL PTE. LTD.,1,R122192G-001,Type 2,7.4,511736,736A,PASIR RIS DRIVE 10,MULTI STOREY CAR PARK,L3B,99,Yes,103.9372425,1.3789476
R122194D,STRIDES YTL PTE. LTD.,1,R122194D-001,Type 2,7.4,511736,736A,PASIR RIS DRIVE 10,MULTI STOREY CAR PARK,L3B,100,Yes,103.9372425,1.3789476
R122195H,STRIDES YTL PTE. LTD.,1,R122195H-001,Type 2,7.4,150073,73,REDHILL ROAD,,L3A,172,Yes,103.8172732,1.2879158
R122196A,STRIDES YTL PTE. LTD.,1,R122196A-001,Type 2,7.4,150073,73,REDHILL ROAD,,L3A,173,Yes,103.8172732,1.2879158
R122197E,STRIDES YTL PTE. LTD.,1,R122197E-001,Type 2,7.4,150073,73,REDHILL ROAD,,L3A,174,Yes,103.8172732,1.2879158
R122199B,STRIDES YTL PTE. LTD.,1,R122199B-001,Type 2,7.4,320026,26,SAINT GEORGE'S LANE,SAINT GEORGE'S TOWERS,L3A,80,Yes,103.8628371,1.3220347
R122200E,STRIDES YTL PTE. LTD.,1,R122200E-001,Type 2,7.4,320026,26,SAINT GEORGE'S LANE,SAINT GEORGE'S TOWERS,L3A,81,Yes,103.8628371,1.3220347
R122201K,STRIDES YTL PTE. LTD.,1,R122201K-001,Type 2,7.4,320026,26,SAINT GEORGE'S LANE,SAINT GEORGE'S TOWERS,L3A,82,Yes,103.8628371,1.3220347
R122203F,STRIDES YTL PTE. LTD.,1,R122203F-001,Type 2,7.4,380039,39,UPPER BOON KENG ROAD,UPPER BOON KENG RIVERVIEW,L1,7,Yes,103.8739594,1.3185358
R122204Z,STRIDES YTL PTE. LTD.,1,R122204Z-001,Type 2,7.4,380039,39,UPPER BOON KENG ROAD,UPPER BOON KENG RIVERVIEW,L1,8,Yes,103.8739594,1.3185358
R122205C,STRIDES YTL PTE. LTD.,1,R122205C-001,Type 2,7.4,380039,39,UPPER BOON KENG ROAD,UPPER BOON KENG RIVERVIEW,L1,9,Yes,103.8739594,1.3185358
R122217F,CHARGE+ PTE. LTD.,2,R122217F-001,Type 2,7.4,120350,350,CLEMENTI AVENUE 2,,L1,1 & 2,Yes,103.770755,1.3148839
R122217F,CHARGE+ PTE. LTD.,2,R122217F-002,Type 2,7.4,120350,350,CLEMENTI AVENUE 2,,L1,1 & 2,Yes,103.770755,1.3148839
R122218Z,CHARGE+ PTE. LTD.,2,R122218Z-001,Type 2,7.4,120350,350,CLEMENTI AVENUE 2,,L1,5 & 6,Yes,103.770755,1.3148839
R122218Z,CHARGE+ PTE. LTD.,2,R122218Z-002,Type 2,7.4,120350,350,CLEMENTI AVENUE 2,,L1,5 & 6,Yes,103.770755,1.3148839
R122220F,CHARGE+ PTE. LTD.,2,R122220F-001,Type 2,7.4,120350,350,CLEMENTI AVENUE 2,,L1,228 & 229,Yes,103.770755,1.3148839
R122220F,CHARGE+ PTE. LTD.,2,R122220F-002,Type 2,7.4,120350,350,CLEMENTI AVENUE 2,,L1,228 & 229,Yes,103.770755,1.3148839
R122221Z,CHARGE+ PTE. LTD.,2,R122221Z-001,Type 2,7.4,120350,350,CLEMENTI AVENUE 2,,L1,230 & 231,Yes,103.770755,1.3148839
R122221Z,CHARGE+ PTE. LTD.,2,R122221Z-002,Type 2,7.4,120350,350,CLEMENTI AVENUE 2,,L1,230 & 231,Yes,103.770755,1.3148839
R122324E,CHARGE+ PTE. LTD.,2,R122324E-001,Type 2,7.4,640466,466,JURONG WEST STREET 41,HONG KAH VILLE,L1,52 & 53,Yes,103.7228784,1.3500297
R122324E,CHARGE+ PTE. LTD.,2,R122324E-002,Type 2,7.4,640466,466,JURONG WEST STREET 41,HONG KAH VILLE,L1,52 & 53,Yes,103.7228784,1.3500297
R122325K,CHARGE+ PTE. LTD.,2,R122325K-001,Type 2,7.4,640466,466,JURONG WEST STREET 41,HONG KAH VILLE,L1,54 & 55,Yes,103.7228784,1.3500297
R122325K,CHARGE+ PTE. LTD.,2,R122325K-002,Type 2,7.4,640466,466,JURONG WEST STREET 41,HONG KAH VILLE,L1,54 & 55,Yes,103.7228784,1.3500297
R122326B,CHARGE+ PTE. LTD.,2,R122326B-001,Type 2,7.4,640466,466,JURONG WEST STREET 41,HONG KAH VILLE,L1,56 & 57,Yes,103.7228784,1.3500297
R122326B,CHARGE+ PTE. LTD.,2,R122326B-002,Type 2,7.4,640466,466,JURONG WEST STREET 41,HONG KAH VILLE,L1,56 & 57,Yes,103.7228784,1.3500297
R122328Z,SHELL SINGAPORE PTE. LTD.,1,R122328Z-001,Type 2,7,731516,516A,WOODLANDS DRIVE 14,MULTI STOREY CAR PARK,L3A,249,Yes,103.7907763,1.4341673
R122329C,SHELL SINGAPORE PTE. LTD.,1,R122329C-001,Type 2,7,731516,516A,WOODLANDS DRIVE 14,MULTI STOREY CAR PARK,L3A,250,Yes,103.7907763,1.4341673
R122330F,SHELL SINGAPORE PTE. LTD.,1,R122330F-001,Type 2,7,731516,516A,WOODLANDS DRIVE 14,MULTI STOREY CAR PARK,L3A,251,Yes,103.7907763,1.4341673
R122332C,SHELL SINGAPORE PTE. LTD.,1,R122332C-001,Type 2,7,731525,525A,WOODLANDS DRIVE 14,FRAGRANT WOODS,L3B,88,Yes,103.7929381,1.4325853
R122333G,SHELL SINGAPORE PTE. LTD.,1,R122333G-001,Type 2,7,731525,525A,WOODLANDS DRIVE 14,FRAGRANT WOODS,L3B,89,Yes,103.7929381,1.4325853
R122334R,SHELL SINGAPORE PTE. LTD.,1,R122334R-001,Type 2,7,731525,525A,WOODLANDS DRIVE 14,FRAGRANT WOODS,L3B,90,Yes,103.7929381,1.4325853
R122339K,SHELL SINGAPORE PTE. LTD.,1,R122339K-001,Type 2,7,730019,19,MARSILING LANE,,L1,36,Yes,103.7776083,1.4431361
R122340A,SHELL SINGAPORE PTE. LTD.,1,R122340A-001,Type 2,7,730019,19,MARSILING LANE,,L1,35,Yes,103.7776083,1.4431361
R122342K,SHELL SINGAPORE PTE. LTD.,1,R122342K-001,Type 2,7,730019,19,MARSILING LANE,,L1,34,Yes,103.7776083,1.4431361
R122352D,SHELL SINGAPORE PTE. LTD.,2,R122352D-001,CCS 2,60,68809,6,SHENTON WAY,OUE DOWNTOWN,B1,1,Yes,103.8485968,1.2773198
R122352D,SHELL SINGAPORE PTE. LTD.,2,R122352D-002,CCS 2,60,68809,6,SHENTON WAY,OUE DOWNTOWN,B1,1,Yes,103.8485968,1.2773198
R122353H,SHELL SINGAPORE PTE. LTD.,2,R122353H-001,CCS 2,60,68809,6,SHENTON WAY,DAO BY DORSETT AMTD SINGAPORE,L5A,309,Yes,103.8485968,1.2773198
R122353H,SHELL SINGAPORE PTE. LTD.,2,R122353H-002,CCS 2,60,68809,6,SHENTON WAY,DAO BY DORSETT AMTD SINGAPORE,L5A,309,Yes,103.8485968,1.2773198
R122369E,STRIDES YTL PTE. LTD.,1,R122369E-001,Type 2,7.4,521742,742A,TAMPINES STREET 72,MULTI STOREY CAR PARK,L3B,203,Yes,103.9341393,1.3599148
R122370H,STRIDES YTL PTE. LTD.,1,R122370H-001,Type 2,7.4,521742,742A,TAMPINES STREET 72,MULTI STOREY CAR PARK,L3B,204,Yes,103.9341393,1.3599148
R122371A,STRIDES YTL PTE. LTD.,1,R122371A-001,Type 2,7.4,521742,742A,TAMPINES STREET 72,MULTI STOREY CAR PARK,L3B,205,Yes,103.9341393,1.3599148
R122372E,STRIDES YTL PTE. LTD.,1,R122372E-001,Type 2,7.4,521730,730A,TAMPINES STREET 71,MULTI STOREY CAR PARK,L3B,228,Yes,103.9334329,1.3572198
R122373K,STRIDES YTL PTE. LTD.,1,R122373K-001,Type 2,7.4,521730,730A,TAMPINES STREET 71,MULTI STOREY CAR PARK,L3B,229,Yes,103.9334329,1.3572198
R122374B,STRIDES YTL PTE. LTD.,1,R122374B-001,Type 2,7.4,521730,730A,TAMPINES STREET 71,MULTI STOREY CAR PARK,L3B,230,Yes,103.9334329,1.3572198
R122376Z,STRIDES YTL PTE. LTD.,1,R122376Z-001,Type 2,7.4,161011,11A,BOON TIONG ROAD,TIONG BAHRU VIEW,L3B,216,Yes,103.8286983,1.2863112
R122377C,STRIDES YTL PTE. LTD.,1,R122377C-001,Type 2,7.4,161011,11A,BOON TIONG ROAD,TIONG BAHRU VIEW,L3B,217,Yes,103.8286983,1.2863112
R122379R,STRIDES YTL PTE. LTD.,1,R122379R-001,Type 2,7.4,161011,11A,BOON TIONG ROAD,TIONG BAHRU VIEW,L3B,218,Yes,103.8286983,1.2863112
R122380C,STRIDES YTL PTE. LTD.,1,R122380C-001,Type 2,7.4,142084,84A,COMMONWEALTH CLOSE,COMMONWEALTH HEIGHTS,L3A,122,Yes,103.7997973,1.3036609
R122382R,STRIDES YTL PTE. LTD.,1,R122382R-001,Type 2,7.4,142084,84A,COMMONWEALTH CLOSE,COMMONWEALTH HEIGHTS,L3A,123,Yes,103.7997973,1.3036609
R122383D,STRIDES YTL PTE. LTD.,1,R122383D-001,Type 2,7.4,142084,84A,COMMONWEALTH CLOSE,COMMONWEALTH HEIGHTS,L3A,124,Yes,103.7997973,1.3036609
R122437F,SHELL SINGAPORE PTE. LTD.,1,R122437F-001,Type 2,7,731792,792A,WOODLANDS AVENUE 6,MULTI STOREY CAR PARK,L3A,144,Yes,103.801916,1.4426259
R122438Z,SHELL SINGAPORE PTE. LTD.,1,R122438Z-001,Type 2,7,731792,792A,WOODLANDS AVENUE 6,MULTI STOREY CAR PARK,L3A,145,Yes,103.801916,1.4426259
R122439C,SHELL SINGAPORE PTE. LTD.,1,R122439C-001,Type 2,7,731792,792A,WOODLANDS AVENUE 6,MULTI STOREY CAR PARK,L3A,146,Yes,103.801916,1.4426259
R122440F,SHELL SINGAPORE PTE. LTD.,1,R122440F-001,Type 2,7,731649,649A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L3B,168,Yes,103.8002309,1.4385397
R122441Z,SHELL SINGAPORE PTE. LTD.,1,R122441Z-001,Type 2,7,731649,649A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L3B,169,Yes,103.8002309,1.4385397
R122443G,CHARGE+ PTE. LTD.,2,R122443G-001,Type 2,7.4,680642,642,CHOA CHU KANG STREET 64,,B1,139 & 140,Yes,103.7491167,1.3981368
R122443G,CHARGE+ PTE. LTD.,2,R122443G-002,Type 2,7.4,680642,642,CHOA CHU KANG STREET 64,,B1,139 & 140,Yes,103.7491167,1.3981368
R122444R,CHARGE+ PTE. LTD.,2,R122444R-001,Type 2,7.4,680642,642,CHOA CHU KANG STREET 64,,B1,141 & 142,Yes,103.7491167,1.3981368
R122444R,CHARGE+ PTE. LTD.,2,R122444R-002,Type 2,7.4,680642,642,CHOA CHU KANG STREET 64,,B1,141 & 142,Yes,103.7491167,1.3981368
R122445D,CHARGE+ PTE. LTD.,2,R122445D-001,Type 2,7.4,680642,642,CHOA CHU KANG STREET 64,,B1,143 & 144,Yes,103.7491167,1.3981368
R122445D,CHARGE+ PTE. LTD.,2,R122445D-002,Type 2,7.4,680642,642,CHOA CHU KANG STREET 64,,B1,143 & 144,Yes,103.7491167,1.3981368
R122446H,CHARGE+ PTE. LTD.,2,R122446H-001,Type 2,7.4,101078,78A,TELOK BLANGAH STREET 32,MULTI STOREY CAR PARK,L3A,35 & 36,Yes,103.8089728,1.2733743
R122446H,CHARGE+ PTE. LTD.,2,R122446H-002,Type 2,7.4,101078,78A,TELOK BLANGAH STREET 32,MULTI STOREY CAR PARK,L3A,35 & 36,Yes,103.8089728,1.2733743
R122447A,CHARGE+ PTE. LTD.,2,R122447A-001,Type 2,7.4,101078,78A,TELOK BLANGAH STREET 32,MULTI STOREY CAR PARK,L3A,37 & 38,Yes,103.8089728,1.2733743
R122447A,CHARGE+ PTE. LTD.,2,R122447A-002,Type 2,7.4,101078,78A,TELOK BLANGAH STREET 32,MULTI STOREY CAR PARK,L3A,37 & 38,Yes,103.8089728,1.2733743
R122448E,CHARGE+ PTE. LTD.,2,R122448E-001,Type 2,7.4,101078,78A,TELOK BLANGAH STREET 32,MULTI STOREY CAR PARK,L3A,45 & 46,Yes,103.8089728,1.2733743
R122448E,CHARGE+ PTE. LTD.,2,R122448E-002,Type 2,7.4,101078,78A,TELOK BLANGAH STREET 32,MULTI STOREY CAR PARK,L3A,45 & 46,Yes,103.8089728,1.2733743
R122449K,CHARGE+ PTE. LTD.,2,R122449K-001,Type 2,7.4,641962,962A,JURONG WEST STREET 91,,L3B,121 & 122,Yes,103.6919225,1.3420559
R122449K,CHARGE+ PTE. LTD.,2,R122449K-002,Type 2,7.4,641962,962A,JURONG WEST STREET 91,,L3B,121 & 122,Yes,103.6919225,1.3420559
R122450A,CHARGE+ PTE. LTD.,2,R122450A-001,Type 2,7.4,641962,962A,JURONG WEST STREET 91,,L3B,123 & 124,Yes,103.6919225,1.3420559
R122450A,CHARGE+ PTE. LTD.,2,R122450A-002,Type 2,7.4,641962,962A,JURONG WEST STREET 91,,L3B,123 & 124,Yes,103.6919225,1.3420559
R122451E,SHELL SINGAPORE PTE. LTD.,1,R122451E-001,Type 2,7,731649,649A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L3B,170,Yes,103.8002309,1.4385397
R122452K,CHARGE+ PTE. LTD.,2,R122452K-001,Type 2,7.4,150074,74,REDHILL ROAD,,L4B,115 & 116,Yes,103.8158172,1.2879888
R122452K,CHARGE+ PTE. LTD.,2,R122452K-002,Type 2,7.4,150074,74,REDHILL ROAD,,L4B,115 & 116,Yes,103.8158172,1.2879888
R122453B,CHARGE+ PTE. LTD.,2,R122453B-001,Type 2,7.4,150074,74,REDHILL ROAD,,L4B,117 & 118,Yes,103.8158172,1.2879888
R122453B,CHARGE+ PTE. LTD.,2,R122453B-002,Type 2,7.4,150074,74,REDHILL ROAD,,L4B,117 & 118,Yes,103.8158172,1.2879888
R122454F,CHARGE+ PTE. LTD.,2,R122454F-001,Type 2,7.4,150074,74,REDHILL ROAD,,L4B,119 & 120,Yes,103.8158172,1.2879888
R122454F,CHARGE+ PTE. LTD.,2,R122454F-002,Type 2,7.4,150074,74,REDHILL ROAD,,L4B,119 & 120,Yes,103.8158172,1.2879888
R122460G,SHELL SINGAPORE PTE. LTD.,1,R122460G-001,Type 2,7,541256,256A,COMPASSVALE ROAD,MULTI STOREY CAR PARK,L3B,236,Yes,103.8995342,1.3936038
R122461R,SHELL SINGAPORE PTE. LTD.,1,R122461R-001,Type 2,7,541256,256A,COMPASSVALE ROAD,MULTI STOREY CAR PARK,L3B,235,Yes,103.8995342,1.3936038
R122462D,SHELL SINGAPORE PTE. LTD.,1,R122462D-001,Type 2,7,541256,256A,COMPASSVALE ROAD,MULTI STOREY CAR PARK,L3B,234,Yes,103.8995342,1.3936038
R122465E,SHELL SINGAPORE PTE. LTD.,1,R122465E-001,Type 2,7,732569,569B,CHAMPIONS WAY,,L1,35,Yes,103.789597,1.4298008
R122466K,STRIDES YTL PTE. LTD.,1,R122466K-001,Type 2,7.4,210043,43,CAMBRIDGE ROAD,,L1,123,Yes,103.8499306,1.3144266
R122468F,SHELL SINGAPORE PTE. LTD.,1,R122468F-001,Type 2,7,732569,569B,CHAMPIONS WAY,,L1,36,Yes,103.789597,1.4298008
R122469Z,STRIDES YTL PTE. LTD.,1,R122469Z-001,Type 2,7.4,210043,43,CAMBRIDGE ROAD,,L1,124,Yes,103.8499306,1.3144266
R122470B,SHELL SINGAPORE PTE. LTD.,1,R122470B-001,Type 2,7,732569,569B,CHAMPIONS WAY,,L1,37,Yes,103.789597,1.4298008
R122471F,STRIDES YTL PTE. LTD.,1,R122471F-001,Type 2,7.4,210043,43,CAMBRIDGE ROAD,,L1,125,Yes,103.8499306,1.3144266
R122472Z,STRIDES YTL PTE. LTD.,2,R122472Z-001,CCS 2,160,210043,43,CAMBRIDGE ROAD,,L1,126 & 127,Yes,103.8499306,1.3144266
R122472Z,STRIDES YTL PTE. LTD.,2,R122472Z-002,CCS 2,160,210043,43,CAMBRIDGE ROAD,,L1,126 & 127,Yes,103.8499306,1.3144266
R122473C,STRIDES YTL PTE. LTD.,1,R122473C-001,Type 2,7.4,671177,177A,LOMPANG ROAD,MULTI STOREY CAR PARK,L3B,344,Yes,103.7649868,1.3806489
R122474G,STRIDES YTL PTE. LTD.,1,R122474G-001,Type 2,7.4,671177,177A,LOMPANG ROAD,MULTI STOREY CAR PARK,L3B,345,Yes,103.7649868,1.3806489
R122475R,STRIDES YTL PTE. LTD.,1,R122475R-001,Type 2,7.4,671177,177A,LOMPANG ROAD,MULTI STOREY CAR PARK,L3B,346,Yes,103.7649868,1.3806489
R122476D,STRIDES YTL PTE. LTD.,1,R122476D-001,Type 2,7.4,671616,616A,SENJA ROAD,MULTI STOREY CAR PARK,L2A,304,Yes,103.7614868,1.3848975
R122477H,STRIDES YTL PTE. LTD.,1,R122477H-001,Type 2,7.4,671616,616A,SENJA ROAD,MULTI STOREY CAR PARK,L2A,305,Yes,103.7614868,1.3848975
R122478A,STRIDES YTL PTE. LTD.,1,R122478A-001,Type 2,7.4,671616,616A,SENJA ROAD,MULTI STOREY CAR PARK,L2A,306,Yes,103.7614868,1.3848975
R122501B,SHELL SINGAPORE PTE. LTD.,2,R122501B-001,CCS 2,120,760291,291,YISHUN STREET 22,,L1,104 & 105,Yes,103.8371552,1.436902
R122501B,SHELL SINGAPORE PTE. LTD.,2,R122501B-002,CCS 2,120,760291,291,YISHUN STREET 22,,L1,104 & 105,Yes,103.8371552,1.436902
R122502F,SHELL SINGAPORE PTE. LTD.,1,R122502F-001,Type 2,7,760291,291,YISHUN STREET 22,,L1,101,Yes,103.8371552,1.436902
R122503Z,SHELL SINGAPORE PTE. LTD.,1,R122503Z-001,Type 2,7,760291,291,YISHUN STREET 22,,L1,102,Yes,103.8371552,1.436902
R122504C,SHELL SINGAPORE PTE. LTD.,1,R122504C-001,Type 2,7,760291,291,YISHUN STREET 22,,L1,103,Yes,103.8371552,1.436902
R122505G,SHELL SINGAPORE PTE. LTD.,1,R122505G-001,Type 2,7,531172,172A,HOUGANG AVENUE 1,MULTI STOREY CAR PARK,L3B,151,Yes,103.8889979,1.3505916
R122506R,SHELL SINGAPORE PTE. LTD.,1,R122506R-001,Type 2,7,531172,172A,HOUGANG AVENUE 1,MULTI STOREY CAR PARK,L3B,152,Yes,103.8889979,1.3505916
R122507D,SHELL SINGAPORE PTE. LTD.,1,R122507D-001,Type 2,7,531172,172A,HOUGANG AVENUE 1,MULTI STOREY CAR PARK,L3B,153,Yes,103.8889979,1.3505916
R122508H,SHELL SINGAPORE PTE. LTD.,1,R122508H-001,Type 2,7,761456,456A,YISHUN STREET 41,DEW SPRING @ YISHUN,L3B,153,Yes,103.8449203,1.4203104
R122509A,SHELL SINGAPORE PTE. LTD.,1,R122509A-001,Type 2,7,761456,456A,YISHUN STREET 41,DEW SPRING @ YISHUN,L3B,154,Yes,103.8449203,1.4203104
R122510D,SHELL SINGAPORE PTE. LTD.,1,R122510D-001,Type 2,7,761456,456A,YISHUN STREET 41,DEW SPRING @ YISHUN,L3B,155,Yes,103.8449203,1.4203104
R122511H,SHELL SINGAPORE PTE. LTD.,1,R122511H-001,Type 2,7,730887,887,WOODLANDS DRIVE 50,TREEGROVE@WOODLANDS,L3A,70,Yes,103.7947033,1.4375737
R122512A,SHELL SINGAPORE PTE. LTD.,1,R122512A-001,Type 2,7,730887,887,WOODLANDS DRIVE 50,TREEGROVE@WOODLANDS,L3A,71,Yes,103.7947033,1.4375737
R122513E,SHELL SINGAPORE PTE. LTD.,1,R122513E-001,Type 2,7,730887,887,WOODLANDS DRIVE 50,TREEGROVE@WOODLANDS,L3A,72,Yes,103.7947033,1.4375737
R122520Z,STRIDES YTL PTE. LTD.,1,R122520Z-001,Type 2,7.4,321098,98A,WHAMPOA DRIVE,MULTI STOREY CAR PARK,L3B,264,Yes,103.8546563,1.3215278
R122521C,STRIDES YTL PTE. LTD.,1,R122521C-001,Type 2,7.4,321098,98A,WHAMPOA DRIVE,MULTI STOREY CAR PARK,L3B,265,Yes,103.8546563,1.3215278
R122522G,STRIDES YTL PTE. LTD.,1,R122522G-001,Type 2,7.4,321098,98A,WHAMPOA DRIVE,MULTI STOREY CAR PARK,L3B,266,Yes,103.8546563,1.3215278
R122523R,STRIDES YTL PTE. LTD.,1,R122523R-001,Type 2,7.4,671468,468A,SEGAR ROAD,SEGAR GARDENS,L3B,452,Yes,103.7736889,1.388184
R122524D,STRIDES YTL PTE. LTD.,1,R122524D-001,Type 2,7.4,671468,468A,SEGAR ROAD,SEGAR GARDENS,L3B,453,Yes,103.7736889,1.388184
R122526A,STRIDES YTL PTE. LTD.,1,R122526A-001,Type 2,7.4,671468,468A,SEGAR ROAD,SEGAR GARDENS,L3B,454,Yes,103.7736889,1.388184
R122527E,STRIDES YTL PTE. LTD.,1,R122527E-001,Type 2,7.4,520641,641,TAMPINES STREET 62,TAMPINES GREENVINES,L1,216,Yes,103.9441643,1.3667089
R122528K,STRIDES YTL PTE. LTD.,1,R122528K-001,Type 2,7.4,520641,641,TAMPINES STREET 62,TAMPINES GREENVINES,L1,217,Yes,103.9441643,1.3667089
R122529B,STRIDES YTL PTE. LTD.,1,R122529B-001,Type 2,7.4,520641,641,TAMPINES STREET 62,TAMPINES GREENVINES,L1,218,Yes,103.9441643,1.3667089
R122530E,STRIDES YTL PTE. LTD.,1,R122530E-001,Type 2,7.4,520641,641,TAMPINES STREET 62,TAMPINES GREENVINES,L1,219,Yes,103.9441643,1.3667089
R122531K,STRIDES YTL PTE. LTD.,1,R122531K-001,Type 2,7.4,520641,641,TAMPINES STREET 62,TAMPINES GREENVINES,L1,220,Yes,103.9441643,1.3667089
R122532B,STRIDES YTL PTE. LTD.,1,R122532B-001,Type 2,7.4,520641,641,TAMPINES STREET 62,TAMPINES GREENVINES,L1,221,Yes,103.9441643,1.3667089
R122534Z,STRIDES YTL PTE. LTD.,1,R122534Z-001,Type 2,7.4,520662,662,TAMPINES STREET 64,TAMPINES GREENGLEN,L3A,160,Yes,103.9334713,1.3695448
R122535C,STRIDES YTL PTE. LTD.,1,R122535C-001,Type 2,7.4,520662,662,TAMPINES STREET 64,TAMPINES GREENGLEN,L3A,161,Yes,103.9334713,1.3695448
R122536G,STRIDES YTL PTE. LTD.,1,R122536G-001,Type 2,7.4,520662,662,TAMPINES STREET 64,TAMPINES GREENGLEN,L3A,162,Yes,103.9334713,1.3695448
R122537R,STRIDES YTL PTE. LTD.,1,R122537R-001,Type 2,7.4,520662,662,TAMPINES STREET 64,TAMPINES GREENGLEN,L3A,163,Yes,103.9334713,1.3695448
R122538D,STRIDES YTL PTE. LTD.,1,R122538D-001,Type 2,7.4,520662,662,TAMPINES STREET 64,TAMPINES GREENGLEN,L3A,164,Yes,103.9334713,1.3695448
R122539H,STRIDES YTL PTE. LTD.,1,R122539H-001,Type 2,7.4,520662,662,TAMPINES STREET 64,TAMPINES GREENGLEN,L3A,165,Yes,103.9334713,1.3695448
R122594B,SHELL SINGAPORE PTE. LTD.,1,R122594B-001,Type 2,7,530980,980,BUANGKOK CRESCENT,MULTI STOREY CAR PARK,L3B,394,Yes,103.8801175,1.3799782
R122599R,SHELL SINGAPORE PTE. LTD.,1,R122599R-001,Type 2,7,530980,980,BUANGKOK CRESCENT,MULTI STOREY CAR PARK,L3B,393,Yes,103.8801175,1.3799782
