EV Charger Registration Code,operator,No. of Charging Outlets,evCpId,plugType,chargingSpeed,PostalCode,Block/House No,Street Name,Building Name,Floor No,Lot No,Is the charger publicly accessible?,longitude,latitude
R107612K,STRIDES YTL PTE. LTD.,1,R107612K-001,Type 2,7,200635,635,VEERASAMY ROAD,,L1,78,Yes,103.8546982,1.3062497
R107615Z,STRIDES YTL PTE. LTD.,1,R107615Z-001,Type 2,7,670425,425,FAJAR ROAD,,L1,195,Yes,103.7697817,1.3860579
R107616C,STRIDES YTL PTE. LTD.,1,R107616C-001,Type 2,7,670425,425,FAJAR ROAD,,L1,196,Yes,103.7697817,1.3860579
R107617G,STRIDES YTL PTE. LTD.,1,R107617G-001,Type 2,7,670425,425,FAJAR ROAD,,L1,197,Yes,103.7697817,1.3860579
R107618R,STRIDES YTL PTE. LTD.,1,R107618R-001,Type 2,7,670425,425,FAJAR ROAD,,L1,198,Yes,103.7697817,1.3860579
R107619D,STRIDES YTL PTE. LTD.,1,R107619D-001,Type 2,7,670425,425,FAJAR ROAD,,L1,199,Yes,103.7697817,1.3860579
R107620G,STRIDES YTL PTE. LTD.,1,R107620G-001,Type 2,7,670425,425,FAJAR ROAD,,L1,200,Yes,103.7697817,1.3860579
R107641A,STRIDES YTL PTE. LTD.,1,R107641A-001,Type 2,7,100079,79,TELOK BLANGAH DRIVE,,L1,70,Yes,103.8069843,1.2731356
R107642E,STRIDES YTL PTE. LTD.,1,R107642E-001,Type 2,7,100079,79,TELOK BLANGAH DRIVE,,L1,71,Yes,103.8069843,1.2731356
R107644B,STRIDES YTL PTE. LTD.,1,R107644B-001,Type 2,7,100079,79,TELOK BLANGAH DRIVE,,L1,72,Yes,103.8069843,1.2731356
R107654H,STRIDES YTL PTE. LTD.,1,R107654H-001,Type 2,7,320092,92,WHAMPOA DRIVE,,L1,65,Yes,103.8535358,1.3230388
R107666R,STRIDES YTL PTE. LTD.,1,R107666R-001,Type 2,7,320092,92,WHAMPOA DRIVE,,L1,66,Yes,103.8535358,1.3230388
R107667D,STRIDES YTL PTE. LTD.,1,R107667D-001,Type 2,7,320092,92,WHAMPOA DRIVE,,L1,67,Yes,103.8535358,1.3230388
R107671H,STRIDES YTL PTE. LTD.,1,R107671H-001,Type 2,7,520252,252,TAMPINES STREET 21,,L1,148,Yes,103.9490982,1.3522209
R107673E,STRIDES YTL PTE. LTD.,1,R107673E-001,Type 2,7,520252,252,TAMPINES STREET 21,,L1,149,Yes,103.9490982,1.3522209
R107675B,STRIDES YTL PTE. LTD.,1,R107675B-001,Type 2,7,520252,252,TAMPINES STREET 21,,L1,150,Yes,103.9490982,1.3522209
R107677Z,STRIDES YTL PTE. LTD.,1,R107677Z-001,Type 2,7,520129,129,SIMEI STREET 1,,L1,294,Yes,103.953964,1.3457455
R107680Z,STRIDES YTL PTE. LTD.,1,R107680Z-001,Type 2,7,520129,129,SIMEI STREET 1,,L1,295,Yes,103.953964,1.3457455
R107682G,STRIDES YTL PTE. LTD.,1,R107682G-001,Type 2,7,520129,129,SIMEI STREET 1,,L1,296,Yes,103.953964,1.3457455
R107683R,STRIDES YTL PTE. LTD.,1,R107683R-001,Type 2,7,520129,129,SIMEI STREET 1,,L1,297,Yes,103.953964,1.3457455
R107686A,STRIDES YTL PTE. LTD.,1,R107686A-001,Type 2,7,520129,129,SIMEI STREET 1,,L1,298,Yes,103.953964,1.3457455
R107687E,STRIDES YTL PTE. LTD.,1,R107687E-001,Type 2,7,520129,129,SIMEI STREET 1,,L1,299,Yes,103.953964,1.3457455
R110902Z,STRIDES YTL PTE. LTD.,1,R110902Z-001,Type 2,7,140118,118,COMMONWEALTH CRESCENT,,L1,68,Yes,103.8005433,1.3071728
R110903C,STRIDES YTL PTE. LTD.,1,R110903C-001,Type 2,7,140118,118,COMMONWEALTH CRESCENT,,L1,69,Yes,103.8005433,1.3071728
R110904G,STRIDES YTL PTE. LTD.,1,R110904G-001,Type 2,7,140118,118,COMMONWEALTH CRESCENT,,L1,70,Yes,103.8005433,1.3071728
R111075G,STRIDES YTL PTE. LTD.,1,R111075G-001,Type 2,7,140117,117,COMMONWEALTH DRIVE,,L1,1,Yes,103.7994973,1.3067048
R111076R,STRIDES YTL PTE. LTD.,1,R111076R-001,Type 2,7,140117,117,COMMONWEALTH DRIVE,,L1,2,Yes,103.7994973,1.3067048
R111077D,STRIDES YTL PTE. LTD.,1,R111077D-001,Type 2,7,140117,117,COMMONWEALTH DRIVE,,L1,3,Yes,103.7994973,1.3067048
R111078H,STRIDES YTL PTE. LTD.,1,R111078H-001,Type 2,7,140117,117,COMMONWEALTH DRIVE,,L1,4,Yes,103.7994973,1.3067048
R111079A,STRIDES YTL PTE. LTD.,1,R111079A-001,Type 2,7,140117,117,COMMONWEALTH DRIVE,,L1,5,Yes,103.7994973,1.3067048
R111080D,STRIDES YTL PTE. LTD.,1,R111080D-001,Type 2,7,140117,117,COMMONWEALTH DRIVE,,L1,6,Yes,103.7994973,1.3067048
R111308C,STRIDES YTL PTE. LTD.,1,R111308C-001,Type 2,7,141083,83,STRATHMORE AVENUE,,L1,34,Yes,103.808064,1.2949401
R111311C,STRIDES YTL PTE. LTD.,1,R111311C-001,Type 2,7,141083,83,STRATHMORE AVENUE,,L1,35,Yes,103.808064,1.2949401
R111313R,STRIDES YTL PTE. LTD.,1,R111313R-001,Type 2,7,141083,83,STRATHMORE AVENUE,,L1,36,Yes,103.808064,1.2949401
R111315H,STRIDES YTL PTE. LTD.,1,R111315H-001,Type 2,7,320111,111,MCNAIR ROAD,MCNAIR SPRING,L1,122,Yes,103.8592002,1.3220295
R111316A,STRIDES YTL PTE. LTD.,1,R111316A-001,Type 2,7,320111,111,MCNAIR ROAD,MCNAIR SPRING,L1,123,Yes,103.8592002,1.3220295
R111317E,STRIDES YTL PTE. LTD.,1,R111317E-001,Type 2,7,320111,111,MCNAIR ROAD,MCNAIR SPRING,L1,124,Yes,103.8592002,1.3220295
R111353B,STRIDES YTL PTE. LTD.,1,R111353B-001,Type 2,7,461134,134A,BEDOK NORTH STREET 2,,L1,123,Yes,103.9356734,1.3283123
R111354F,STRIDES YTL PTE. LTD.,1,R111354F-001,Type 2,7,461134,134A,BEDOK NORTH STREET 2,,L1,124,Yes,103.9356734,1.3283123
R111355Z,STRIDES YTL PTE. LTD.,1,R111355Z-001,Type 2,7,461134,134A,BEDOK NORTH STREET 2,,L1,125,Yes,103.9356734,1.3283123
R111700B,STRIDES YTL PTE. LTD.,1,R111700B-001,Type 2,7,470619,619,BEDOK RESERVOIR ROAD,,L1,207,Yes,103.9178942,1.3339092
R111702Z,STRIDES YTL PTE. LTD.,1,R111702Z-001,Type 2,7,470619,619,BEDOK RESERVOIR ROAD,,L1,208,Yes,103.9178942,1.3339092
R111703C,STRIDES YTL PTE. LTD.,1,R111703C-001,Type 2,7,470619,619,BEDOK RESERVOIR ROAD,,L1,209,Yes,103.9178942,1.3339092
R111965B,STRIDES YTL PTE. LTD.,1,R111965B-001,Type 2,7,300069,69,MOULMEIN ROAD,MOULMEIN VIEW,L1,31,Yes,103.8507431,1.3189626
R111966F,STRIDES YTL PTE. LTD.,1,R111966F-001,Type 2,7,300069,69,MOULMEIN ROAD,MOULMEIN VIEW,L1,32,Yes,103.8507431,1.3189626
R111967Z,STRIDES YTL PTE. LTD.,1,R111967Z-001,Type 2,7,300069,69,MOULMEIN ROAD,MOULMEIN VIEW,L1,33,Yes,103.8507431,1.3189626
R111968C,STRIDES YTL PTE. LTD.,1,R111968C-001,Type 2,7,160003,3,DELTA AVENUE,,L1,275,Yes,103.827409,1.2919938
R111970Z,STRIDES YTL PTE. LTD.,1,R111970Z-001,Type 2,7,160003,3,DELTA AVENUE,,L1,276,Yes,103.827409,1.2919938
R111972G,STRIDES YTL PTE. LTD.,1,R111972G-001,Type 2,7,160003,3,DELTA AVENUE,,L1,277,Yes,103.827409,1.2919938
R111973R,STRIDES YTL PTE. LTD.,1,R111973R-001,Type 2,7,180231,231,BAIN STREET,BRAS BASAH COMPLEX,B1,86,Yes,103.8536632,1.29658
R111974D,STRIDES YTL PTE. LTD.,1,R111974D-001,Type 2,7,180231,231,BAIN STREET,BRAS BASAH COMPLEX,B1,87,Yes,103.8536632,1.29658
R111975H,STRIDES YTL PTE. LTD.,1,R111975H-001,Type 2,7,180231,231,BAIN STREET,BRAS BASAH COMPLEX,B1,88,Yes,103.8536632,1.29658
R111976A,STRIDES YTL PTE. LTD.,1,R111976A-001,Type 2,7.4,470742,742,BEDOK RESERVOIR ROAD,,L1,75,Yes,103.9226165,1.3381537
R111978K,STRIDES YTL PTE. LTD.,1,R111978K-001,Type 2,7.4,470742,742,BEDOK RESERVOIR ROAD,,L1,76,Yes,103.9226165,1.3381537
R111979B,STRIDES YTL PTE. LTD.,1,R111979B-001,Type 2,7.4,470742,742,BEDOK RESERVOIR ROAD,,L1,77,Yes,103.9226165,1.3381537
R111980E,STRIDES YTL PTE. LTD.,1,R111980E-001,Type 2,7.4,671505,505A,JELAPANG ROAD,MULTI STOREY CAR PARK,L3A,214,Yes,103.7676831,1.3849381
R111981K,STRIDES YTL PTE. LTD.,1,R111981K-001,Type 2,7.4,671505,505A,JELAPANG ROAD,MULTI STOREY CAR PARK,L3A,215,Yes,103.7676831,1.3849381
R111982B,STRIDES YTL PTE. LTD.,1,R111982B-001,Type 2,7.4,671505,505A,JELAPANG ROAD,MULTI STOREY CAR PARK,L3A,216,Yes,103.7676831,1.3849381
R112168F,STRIDES YTL PTE. LTD.,1,R112168F-001,Type 2,7.4,160062,62,SENG POH LANE,,L1,75,Yes,103.8329724,1.2838768
R112169Z,STRIDES YTL PTE. LTD.,1,R112169Z-001,Type 2,7.4,160062,62,SENG POH LANE,,L1,76,Yes,103.8329724,1.2838768
R112170B,STRIDES YTL PTE. LTD.,1,R112170B-001,Type 2,7.4,160062,62,SENG POH LANE,,L1,77,Yes,103.8329724,1.2838768
R112173C,STRIDES YTL PTE. LTD.,1,R112173C-001,Type 2,7.4,190467,467,NORTH BRIDGE ROAD,CRAWFORD COURT,L1,110,Yes,103.8623393,1.305534
R112174G,STRIDES YTL PTE. LTD.,1,R112174G-001,Type 2,7.4,190467,467,NORTH BRIDGE ROAD,CRAWFORD COURT,L1,111,Yes,103.8623393,1.305534
R112175R,STRIDES YTL PTE. LTD.,1,R112175R-001,Type 2,7.4,190467,467,NORTH BRIDGE ROAD,CRAWFORD COURT,L1,112,Yes,103.8623393,1.305534
R112221C,STRIDES YTL PTE. LTD.,1,R112221C-001,Type 2,7.4,460507,507,BEDOK NORTH AVENUE 3,,L1,24,Yes,103.9327701,1.3325499
R112222G,STRIDES YTL PTE. LTD.,1,R112222G-001,Type 2,7.4,460507,507,BEDOK NORTH AVENUE 3,,L1,25,Yes,103.9327701,1.3325499
R112223R,STRIDES YTL PTE. LTD.,1,R112223R-001,Type 2,7.4,460507,507,BEDOK NORTH AVENUE 3,,L1,26,Yes,103.9327701,1.3325499
R112224D,STRIDES YTL PTE. LTD.,1,R112224D-001,Type 2,7.4,460507,507,BEDOK NORTH AVENUE 3,,L1,27,Yes,103.9327701,1.3325499
R112225H,STRIDES YTL PTE. LTD.,1,R112225H-001,Type 2,7.4,460507,507,BEDOK NORTH AVENUE 3,,L1,28,Yes,103.9327701,1.3325499
R112226A,STRIDES YTL PTE. LTD.,1,R112226A-001,Type 2,7.4,460507,507,BEDOK NORTH AVENUE 3,,L1,29,Yes,103.9327701,1.3325499
R112227E,STRIDES YTL PTE. LTD.,1,R112227E-001,Type 2,7,140023,23A,QUEEN'S CLOSE,,L1,67,Yes,103.7995693,1.2942064
R112228K,STRIDES YTL PTE. LTD.,1,R112228K-001,Type 2,7,140023,23A,QUEEN'S CLOSE,,L1,68,Yes,103.7995693,1.2942064
R112230E,STRIDES YTL PTE. LTD.,1,R112230E-001,Type 2,7,140023,23A,QUEEN'S CLOSE,,L1,69,Yes,103.7995693,1.2942064
R112315G,STRIDES YTL PTE. LTD.,1,R112315G-001,Type 2,7.4,90039,39,TELOK BLANGAH RISE,,L1,178,Yes,103.8232074,1.2724064
R112316R,STRIDES YTL PTE. LTD.,1,R112316R-001,Type 2,7.4,90039,39,TELOK BLANGAH RISE,,L1,179,Yes,103.8232074,1.2724064
R112317D,STRIDES YTL PTE. LTD.,1,R112317D-001,Type 2,7.4,90039,39,TELOK BLANGAH RISE,,L1,180,Yes,103.8232074,1.2724064
R112437Z,STRIDES YTL PTE. LTD.,1,R112437Z-001,Type 2,7.4,400413,413,EUNOS ROAD 5,,L1,17,Yes,103.8983797,1.3188465
R112438C,STRIDES YTL PTE. LTD.,1,R112438C-001,Type 2,7.4,400413,413,EUNOS ROAD 5,,L1,18,Yes,103.8983797,1.3188465
R112439G,STRIDES YTL PTE. LTD.,1,R112439G-001,Type 2,7.4,400413,413,EUNOS ROAD 5,,L1,19,Yes,103.8983797,1.3188465
R112441C,STRIDES YTL PTE. LTD.,1,R112441C-001,Type 2,7.4,520838,838,TAMPINES STREET 82,TAMPINES PALMWALK,L1,156,Yes,103.9353733,1.3507122
R112442G,STRIDES YTL PTE. LTD.,1,R112442G-001,Type 2,7.4,520838,838,TAMPINES STREET 82,,L1,157,Yes,103.9353733,1.3507122
R112443R,STRIDES YTL PTE. LTD.,1,R112443R-001,Type 2,7.4,520838,838,TAMPINES STREET 82,,L1,158,Yes,103.9353733,1.3507122
R112457R,STRIDES YTL PTE. LTD.,1,R112457R-001,Type 2,7.4,460531,531,BEDOK NORTH STREET 3,,L1,19,Yes,103.9275088,1.3339713
R112458D,STRIDES YTL PTE. LTD.,1,R112458D-001,Type 2,7.4,460531,531,BEDOK NORTH STREET 3,,L1,20,Yes,103.9275088,1.3339713
R112459H,STRIDES YTL PTE. LTD.,1,R112459H-001,Type 2,7.4,460531,531,BEDOK NORTH STREET 3,,L1,21,Yes,103.9275088,1.3339713
R112460R,STRIDES YTL PTE. LTD.,1,R112460R-001,Type 2,7.4,460531,531,BEDOK NORTH STREET 3,,L1,22,Yes,103.9275088,1.3339713
R112461D,STRIDES YTL PTE. LTD.,1,R112461D-001,Type 2,7.4,460531,531,BEDOK NORTH STREET 3,,L1,23,Yes,103.9275088,1.3339713
R112462H,STRIDES YTL PTE. LTD.,1,R112462H-001,Type 2,7.4,460531,531,BEDOK NORTH STREET 3,,L1,24,Yes,103.9275088,1.3339713
R112588E,STRIDES YTL PTE. LTD.,1,R112588E-001,Type 2,7.4,380119,119,ALJUNIED AVENUE 2,,L1,34,Yes,103.8862991,1.3197588
R112590A,STRIDES YTL PTE. LTD.,1,R112590A-001,Type 2,7.4,380119,119,ALJUNIED AVENUE 2,,L1,35,Yes,103.8862991,1.3197588
R112591E,STRIDES YTL PTE. LTD.,1,R112591E-001,Type 2,7.4,380119,119,ALJUNIED AVENUE 2,,L1,36,Yes,103.8862991,1.3197588
R112751B,STRIDES YTL PTE. LTD.,1,R112751B-001,Type 2,7.4,141082,82,STRATHMORE AVENUE,,L1,68,Yes,103.8092236,1.2943452
R112752F,STRIDES YTL PTE. LTD.,1,R112752F-001,Type 2,7.4,141082,82,STRATHMORE AVENUE,,L1,69,Yes,103.8092236,1.2943452
R112753Z,STRIDES YTL PTE. LTD.,1,R112753Z-001,Type 2,7.4,141082,82,STRATHMORE AVENUE,,L1,70,Yes,103.8092236,1.2943452
R112828F,STRIDES YTL PTE. LTD.,1,R112828F-001,Type 2,7,331006,6A,BOON KENG ROAD,MULTI STOREY CAR PARK,L3A,102,Yes,103.8613681,1.3172763
R112829Z,STRIDES YTL PTE. LTD.,1,R112829Z-001,Type 2,7.4,521165,165,TAMPINES STREET 12,,L1,186,Yes,103.9457387,1.349024
R112831F,STRIDES YTL PTE. LTD.,1,R112831F-001,Type 2,7.4,521165,165,TAMPINES STREET 12,,L1,187,Yes,103.9457387,1.349024
R112832Z,STRIDES YTL PTE. LTD.,1,R112832Z-001,Type 2,7.4,521165,165,TAMPINES STREET 12,,L1,188,Yes,103.9457387,1.349024
R112834G,STRIDES YTL PTE. LTD.,1,R112834G-001,Type 2,7.4,521245,245,TAMPINES STREET 21,,L1,139,Yes,103.947108,1.3526708
R112835R,STRIDES YTL PTE. LTD.,1,R112835R-001,Type 2,7.4,521245,245,TAMPINES STREET 21,,L1,140,Yes,103.947108,1.3526708
R112836D,STRIDES YTL PTE. LTD.,1,R112836D-001,Type 2,7.4,521245,245,TAMPINES STREET 21,,L1,141,Yes,103.947108,1.3526708
R112847C,STRIDES YTL PTE. LTD.,1,R112847C-001,Type 2,7.4,470612,612,BEDOK RESERVOIR ROAD,,L1,292,Yes,103.9163962,1.3321465
R112848G,STRIDES YTL PTE. LTD.,1,R112848G-001,Type 2,7.4,470612,612,BEDOK RESERVOIR ROAD,,L1,293,Yes,103.9163962,1.3321465
R112849R,STRIDES YTL PTE. LTD.,1,R112849R-001,Type 2,7.4,470612,612,BEDOK RESERVOIR ROAD,,L1,294,Yes,103.9163962,1.3321465
R112850C,STRIDES YTL PTE. LTD.,1,R112850C-001,Type 2,7.4,460080,80,BEDOK NORTH ROAD,,L1,462,Yes,103.9410465,1.328178
R112851G,STRIDES YTL PTE. LTD.,1,R112851G-001,Type 2,7.4,460080,80,BEDOK NORTH ROAD,,L1,463,Yes,103.9410465,1.328178
R112852R,STRIDES YTL PTE. LTD.,1,R112852R-001,Type 2,7.4,460080,80,BEDOK NORTH ROAD,,L1,464,Yes,103.9410465,1.328178
R112853D,STRIDES YTL PTE. LTD.,1,R112853D-001,Type 2,7.4,460080,80,BEDOK NORTH ROAD,,L1,467,Yes,103.9410465,1.328178
R112854H,STRIDES YTL PTE. LTD.,1,R112854H-001,Type 2,7.4,460080,80,BEDOK NORTH ROAD,,L1,468,Yes,103.9410465,1.328178
R112855A,STRIDES YTL PTE. LTD.,1,R112855A-001,Type 2,7.4,460080,80,BEDOK NORTH ROAD,,L1,469,Yes,103.9410465,1.328178
R112947H,STRIDES YTL PTE. LTD.,1,R112947H-001,Type 2,7.4,430012,12,HAIG ROAD,,L1,43,Yes,103.8960014,1.3146924
R112948A,STRIDES YTL PTE. LTD.,1,R112948A-001,Type 2,7.4,430012,12,HAIG ROAD,,L1,44,Yes,103.8960014,1.3146924
R112949E,STRIDES YTL PTE. LTD.,1,R112949E-001,Type 2,7.4,430012,12,HAIG ROAD,,L1,45,Yes,103.8960014,1.3146924
R113146G,STRIDES YTL PTE. LTD.,1,R113146G-001,Type 2,7.4,521150,150,TAMPINES STREET 12,,L1,99,Yes,103.943317,1.3508262
R113147R,STRIDES YTL PTE. LTD.,1,R113147R-001,Type 2,7.4,521150,150,TAMPINES STREET 12,,L1,200,Yes,103.943317,1.3508262
R113149H,STRIDES YTL PTE. LTD.,1,R113149H-001,Type 2,7.4,521150,150,TAMPINES STREET 12,,L1,201,Yes,103.943317,1.3508262
R113150R,STRIDES YTL PTE. LTD.,1,R113150R-001,Type 2,7.4,320021,21,JALAN TENTERAM,,L1,70,Yes,103.8599835,1.3259557
R113151D,STRIDES YTL PTE. LTD.,1,R113151D-001,Type 2,7.4,320021,21,JALAN TENTERAM,,L1,71,Yes,103.8599835,1.3259557
R113152H,STRIDES YTL PTE. LTD.,1,R113152H-001,Type 2,7.4,320021,21,JALAN TENTERAM,,L1,72,Yes,103.8599835,1.3259557
R113346F,STRIDES YTL PTE. LTD.,1,R113346F-001,Type 2,7,460805,805,CHAI CHEE ROAD,,L1,50,Yes,103.9213875,1.3257615
R113347Z,STRIDES YTL PTE. LTD.,1,R113347Z-001,Type 2,7,460805,805,CHAI CHEE ROAD,PING-AN GARDENS,L1,51,Yes,103.9213875,1.3257615
R113348C,STRIDES YTL PTE. LTD.,1,R113348C-001,Type 2,7,460805,805,CHAI CHEE ROAD,,L1,52,Yes,103.9213875,1.3257615
R113432R,STRIDES YTL PTE. LTD.,1,R113432R-001,Type 2,7.4,460403,403,BEDOK NORTH AVENUE 3,,L1,37,Yes,103.9338152,1.3301727
R113433D,STRIDES YTL PTE. LTD.,1,R113433D-001,Type 2,7.4,460403,403,BEDOK NORTH AVENUE 3,,L1,38,Yes,103.9338152,1.3301727
R113434H,STRIDES YTL PTE. LTD.,1,R113434H-001,Type 2,7.4,460403,403,BEDOK NORTH AVENUE 3,,L1,39,Yes,103.9338152,1.3301727
R113436E,STRIDES YTL PTE. LTD.,1,R113436E-001,Type 2,7.4,460548,548,BEDOK NORTH AVENUE 1,,L1,8,Yes,103.9276034,1.3311052
R113437K,STRIDES YTL PTE. LTD.,1,R113437K-001,Type 2,7.4,460548,548,BEDOK NORTH AVENUE 1,,L1,9,Yes,103.9276034,1.3311052
R113438B,STRIDES YTL PTE. LTD.,1,R113438B-001,Type 2,7.4,460548,548,BEDOK NORTH AVENUE 1,,L1,10,Yes,103.9276034,1.3311052
R113439F,STRIDES YTL PTE. LTD.,1,R113439F-001,Type 2,7.4,520259,259,TAMPINES STREET 21,,L1,20,Yes,103.9493984,1.3542292
R113440K,STRIDES YTL PTE. LTD.,1,R113440K-001,Type 2,7.4,520259,259,TAMPINES STREET 21,,L1,21,Yes,103.9493984,1.3542292
R113441B,STRIDES YTL PTE. LTD.,1,R113441B-001,Type 2,7.4,520259,259,TAMPINES STREET 21,,L1,22,Yes,103.9493984,1.3542292
R113443Z,STRIDES YTL PTE. LTD.,1,R113443Z-001,Type 2,7.4,590021,21,TOH YI DRIVE,,L1,48,Yes,103.7719712,1.3384629
R113444C,STRIDES YTL PTE. LTD.,1,R113444C-001,Type 2,7.4,590021,21,TOH YI DRIVE,,L1,49,Yes,103.7719712,1.3384629
R113445G,STRIDES YTL PTE. LTD.,1,R113445G-001,Type 2,7.4,590021,21,TOH YI DRIVE,,L1,50,Yes,103.7719712,1.3384629
R113562A,STRIDES YTL PTE. LTD.,1,R113562A-001,Type 2,7.4,521138,138,TAMPINES STREET 11,,L1,32,Yes,103.9441901,1.3464142
R113563E,STRIDES YTL PTE. LTD.,1,R113563E-001,Type 2,7.4,521138,138,TAMPINES STREET 11,,L1,33,Yes,103.9441901,1.3464142
R113564K,STRIDES YTL PTE. LTD.,1,R113564K-001,Type 2,7.4,521138,138,TAMPINES STREET 11,,L1,34,Yes,103.9441901,1.3464142
R113566F,STRIDES YTL PTE. LTD.,1,R113566F-001,Type 2,7.4,520132,132,SIMEI STREET 1,,L1,28,Yes,103.9562922,1.3474297
R113567Z,STRIDES YTL PTE. LTD.,1,R113567Z-001,Type 2,7.4,520132,132,SIMEI STREET 1,,L1,29,Yes,103.9562922,1.3474297
R113568C,STRIDES YTL PTE. LTD.,1,R113568C-001,Type 2,7.4,520132,132,SIMEI STREET 1,,L1,30,Yes,103.9562922,1.3474297
R113569G,STRIDES YTL PTE. LTD.,1,R113569G-001,Type 2,7.4,520156,156,SIMEI ROAD,,L1,30,Yes,103.9592649,1.3451726
R113570Z,STRIDES YTL PTE. LTD.,1,R113570Z-001,Type 2,7.4,520156,156,SIMEI ROAD,,L1,31,Yes,103.9592649,1.3451726
R113571C,STRIDES YTL PTE. LTD.,1,R113571C-001,Type 2,7.4,520156,156,SIMEI ROAD,,L1,32,Yes,103.9592649,1.3451726
R113666R,STRIDES YTL PTE. LTD.,1,R113666R-001,Type 2,7.4,431008,8,JALAN BATU,,L1,50,Yes,103.8827866,1.3024018
R113667D,STRIDES YTL PTE. LTD.,1,R113667D-001,Type 2,7.4,431008,8,JALAN BATU,,L1,51,Yes,103.8827866,1.3024018
R113668H,STRIDES YTL PTE. LTD.,1,R113668H-001,Type 2,7.4,431008,8,JALAN BATU,,L1,52,Yes,103.8827866,1.3024018
R113669A,STRIDES YTL PTE. LTD.,1,R113669A-001,Type 2,7.4,520434,434,TAMPINES STREET 43,,L1,55,Yes,103.9516421,1.3601677
R113670D,STRIDES YTL PTE. LTD.,1,R113670D-001,Type 2,7.4,520434,434,TAMPINES STREET 43,,L1,56,Yes,103.9516421,1.3601677
R113671H,STRIDES YTL PTE. LTD.,1,R113671H-001,Type 2,7.4,520434,434,TAMPINES STREET 43,,L1,57,Yes,103.9516421,1.3601677
R113698D,STRIDES YTL PTE. LTD.,1,R113698D-001,Type 2,7.4,520416,416,TAMPINES STREET 41,,L1,2,Yes,103.9482135,1.3594142
R113699H,STRIDES YTL PTE. LTD.,1,R113699H-001,Type 2,7.4,520416,416,TAMPINES STREET 41,,L1,3,Yes,103.9482135,1.3594142
R113700R,STRIDES YTL PTE. LTD.,1,R113700R-001,Type 2,7.4,520416,416,TAMPINES STREET 41,,L1,4,Yes,103.9482135,1.3594142
R113701D,STRIDES YTL PTE. LTD.,1,R113701D-001,Type 2,7.4,520294,294,TAMPINES STREET 22,,L1,694,Yes,103.9542377,1.3488833
R113702H,STRIDES YTL PTE. LTD.,1,R113702H-001,Type 2,7.4,520294,294,TAMPINES STREET 22,,L1,695,Yes,103.9542377,1.3488833
R113703A,STRIDES YTL PTE. LTD.,1,R113703A-001,Type 2,7.4,521287,287A,TAMPINES STREET 22,,L1,696,Yes,103.9542377,1.3488833
R113704E,STRIDES YTL PTE. LTD.,1,R113704E-001,Type 2,7.4,521287,287A,TAMPINES STREET 22,,L1,697,Yes,103.9542377,1.3488833
R113705K,STRIDES YTL PTE. LTD.,1,R113705K-001,Type 2,7.4,521287,287A,TAMPINES STREET 22,,L1,698,Yes,103.9542377,1.3488833
R113706B,STRIDES YTL PTE. LTD.,1,R113706B-001,Type 2,7.4,521287,287A,TAMPINES STREET 22,,L1,699,Yes,103.9542377,1.3488833
R113902G,STRIDES YTL PTE. LTD.,1,R113902G-001,Type 2,7.4,460542,542,BEDOK NORTH STREET 3,,L1,39,Yes,103.9222478,1.3308959
R113903R,STRIDES YTL PTE. LTD.,1,R113903R-001,Type 2,7.4,460542,542,BEDOK NORTH STREET 3,,L1,40,Yes,103.9222478,1.3308959
R113904D,STRIDES YTL PTE. LTD.,1,R113904D-001,Type 2,7.4,460542,542,BEDOK NORTH STREET 3,,L1,41,Yes,103.9222478,1.3308959
R113905H,STRIDES YTL PTE. LTD.,1,R113905H-001,Type 2,7.4,520887,887,TAMPINES STREET 81,,L1,250,Yes,103.9310009,1.3507224
R113906A,STRIDES YTL PTE. LTD.,1,R113906A-001,Type 2,7.4,520887,887,TAMPINES STREET 81,,L1,251,Yes,103.9310009,1.3507224
R113907E,STRIDES YTL PTE. LTD.,1,R113907E-001,Type 2,7.4,520887,887,TAMPINES STREET 81,,L1,252,Yes,103.9310009,1.3507224
R113908K,STRIDES YTL PTE. LTD.,1,R113908K-001,Type 2,7.4,380122,122,GEYLANG EAST CENTRAL,,L1,185,Yes,103.8848394,1.3179454
R113909B,STRIDES YTL PTE. LTD.,1,R113909B-001,Type 2,7.4,380122,122,GEYLANG EAST CENTRAL,,L1,186,Yes,103.8848394,1.3179454
R113910E,STRIDES YTL PTE. LTD.,1,R113910E-001,Type 2,7.4,380122,122,GEYLANG EAST CENTRAL,,L1,187,Yes,103.8848394,1.3179454
R114002E,STRIDES YTL PTE. LTD.,1,R114002E-001,Type 2,7.4,440051,51,MARINE TERRACE,,L1,1,Yes,103.9161652,1.3061096
R114003K,STRIDES YTL PTE. LTD.,1,R114003K-001,Type 2,7.4,440051,51,MARINE TERRACE,,L1,2,Yes,103.9161652,1.3061096
R114004B,STRIDES YTL PTE. LTD.,1,R114004B-001,Type 2,7.4,440051,51,MARINE TERRACE,,L1,3,Yes,103.9161652,1.3061096
R114005F,STRIDES YTL PTE. LTD.,1,R114005F-001,Type 2,7.4,390054,54,CASSIA CRESCENT,,L1,74,Yes,103.8845028,1.310595
R114006Z,STRIDES YTL PTE. LTD.,1,R114006Z-001,Type 2,7.4,390054,54,CASSIA CRESCENT,,L1,75,Yes,103.8845028,1.310595
